drugbank_id	category	mesh_id
DB00781	Anti-Bacterial Agents		
DB00782	Anti-Ulcer Agents		
DB00782	Muscarinic Antagonists		
DB00782	Antispasmodics		
DB00783	Estrogens		
DB00783	Contraceptive Agents		
DB00783	Anti-menopausal Agents		
DB00784	Anti-Inflammatory Agents, Non-Steroidal		
DB00784	Cyclooxygenase Inhibitors		
DB00786	Enzyme Inhibitors		
DB00787	Antiviral Agents		
DB00787	Nucleic Acids, Nucleotides, and Nucleosides		
DB00789	Contrast Media		
DB00790	Angiotensin-Converting Enzyme Inhibitors		
DB00790	Antihypertensive Agents		
DB00792	Anti-Allergic Agents		
DB00792	Histamine Antagonists		
DB00793	Antifungal Agents		
DB00794	Anticonvulsants		
DB00794	Barbiturates		
DB00795	Antirheumatic Agents		
DB00795	Anti-Inflammatory Agents, Non-Steroidal		
DB00795	Gastrointestinal Agents		
DB00795	Anti-Infective Agents		
DB00795	Sulfonamides		
DB00796	Antihypertensive Agents		
DB00796	Angiotensin II Type 1 Receptor Blockers		
DB00796	Angiotensin Receptor Antagonists		
DB00797	Antihypertensive Agents		
DB00797	Vasodilator Agents		
DB00797	Adrenergic alpha-Antagonists		
DB00798	Aminoglycosides		
DB00799	Dermatologic Agents		
DB00799	Keratolytic Agents		
DB00799	Teratogens		
DB00799	Prodrugs		
DB00800	Antihypertensive Agents		
DB00800	Vasodilator Agents		
DB00800	Dopamine Agonists		
DB00801	Anti-Anxiety Agents		
DB00801	Hypnotics and Sedatives		
DB00801	Benzodiazepines		
DB00801	Neuromuscular Agents		
DB00802	Anesthetics, Intravenous		
DB00802	Analgesics, Opioid		
DB00802	Narcotics		
DB00803	Anti-Bacterial Agents		
DB00804	Muscarinic Antagonists		
DB00804	Parasympatholytics		
DB00804	Cholinergic Antagonists		
DB00804	Antispasmodics		
DB00805	Antidepressive Agents		
DB00806	Platelet Aggregation Inhibitors		
DB00806	Phosphodiesterase Inhibitors		
DB00806	Vasodilator Agents		
DB00806	Free Radical Scavengers		
DB00806	Radiation-Protective Agents		
DB00806	Hematologic Agents		
DB00806	Hemorrheologic Agents		
DB00807	Anesthetics, Local		
DB00808	Antihypertensive Agents		
DB00808	Diuretics		
DB00808	Sodium Chloride Symporter Inhibitors		
DB00809	Muscarinic Antagonists		
DB00809	Mydriatics		
DB00809	Diagnostic Agents		
DB00810	Antiparkinson Agents		
DB00810	Muscarinic Antagonists		
DB00810	Parasympatholytics		
DB00810	Antidyskinetics		
DB00811	Antiviral Agents		
DB00811	Antimetabolites		
DB00812	Anti-Inflammatory Agents, Non-Steroidal		
DB00813	Anesthetics, Intravenous		
DB00813	Analgesics, Opioid		
DB00813	Narcotics		
DB00813	Adjuvants, Anesthesia		
DB00813	Adjuvants		
DB00814	Anti-Inflammatory Agents, Non-Steroidal		
DB00814	Cyclooxygenase Inhibitors		
DB00815	Surface-Active Agents		
DB00816	Sympathomimetics		
DB00816	Adrenergic beta-2 Receptor Agonists		
DB00816	Bronchodilator Agents		
DB00816	Tocolytic Agents		
DB00817	Anti-Infective Agents		
DB00818	Hypnotics and Sedatives		
DB00818	Anesthetics, Intravenous		
DB00819	Diuretics		
DB00819	Anticonvulsants		
DB00819	Carbonic Anhydrase Inhibitors		
DB00820	Vasodilator Agents		
DB00820	Phosphodiesterase 5 Inhibitors		
DB00821	Anti-Inflammatory Agents, Non-Steroidal		
DB00821	Photosensitizing Agents		
DB00822	Enzyme Inhibitors		
DB00822	Alcohol Deterrents		
DB00823	Contraceptives, Oral, Synthetic		
DB00824	Anti-Asthmatic Agents		
DB00824	Anti-Arrhythmia Agents		
DB00824	Bronchodilator Agents		
DB00824	Adenosine A2 Receptor Antagonists		
DB00825	Antipruritics		
DB00826	Macrolides		
DB00828	Anti-Bacterial Agents		
DB00829	Anti-Anxiety Agents		
DB00829	Hypnotics and Sedatives		
DB00829	Anticonvulsants		
DB00829	Anesthetics, Intravenous		
DB00829	Adjuvants, Anesthesia		
DB00829	GABA Modulators		
DB00829	Muscle Relaxants, Central		
DB00829	Antiemetics		
DB00830	Central Nervous System Stimulants		
DB00830	Sympathomimetics		
DB00830	Appetite Depressants		
DB00831	Antipsychotic Agents		
DB00831	Antiemetics		
DB00831	Dopamine Antagonists		
DB00831	Phenothiazines		
DB00832	Anticonvulsants		
DB00833	Anti-Bacterial Agents		
DB00833	Cephalosporins		
DB00834	Hormone Antagonists		
DB00834	Contraceptives, Oral, Synthetic		
DB00834	Abortifacient Agents, Steroidal		
DB00834	Contraceptives, Postcoital, Synthetic		
DB00834	Luteolytic Agents		
DB00834	Menstruation-Inducing Agents		
DB00835	Anti-Allergic Agents		
DB00835	Histamine H1 Antagonists		
DB00836	Antidiarrheals		
DB00837	Antiparkinson Agents		
DB00837	Anticonvulsants		
DB00837	Antidepressive Agents		
DB00837	GABA Agonists		
DB00837	Antidyskinetics		
DB00838	Corticosteroids		
DB00840	Artificial Tears		
DB00840	Ophthalmics		
DB00841	Sympathomimetics		
DB00841	Cardiotonic Agents		
DB00841	Adrenergic beta-1 Receptor Agonists		
DB00842	Anti-Anxiety Agents		
DB00842	Hypnotics and Sedatives		
DB00842	GABA Modulators		
DB00845	Anti-Inflammatory Agents, Non-Steroidal		
DB00845	Leprostatic Agents		
DB00845	Coloring Agents		
DB00845	Antimycobacterials		
DB00845	Dyes		
DB00846	Anti-Inflammatory Agents		
DB00846	Glucocorticoids		
DB00847	Radiation-Protective Agents		
DB00847	Ophthalmics		
DB00848	Antirheumatic Agents		
DB00848	Adjuvants, Immunologic		
DB00848	Antinematodal Agents		
DB00849	Hypnotics and Sedatives		
DB00849	Anticonvulsants		
DB00849	GABA Modulators		
DB00850	Antipsychotic Agents		
DB00850	Dopamine Antagonists		
DB00850	Phenothiazines		
DB00851	Antineoplastic Agents, Alkylating		
DB00853	Antineoplastic Agents, Alkylating		
DB00854	Analgesics, Opioid		
DB00854	Narcotics		
DB00855	Photosensitizing Agents		
DB00856	Muscle Relaxants, Central		
DB00857	Antifungal Agents		
DB00859	Antirheumatic Agents		
DB00859	Chelating Agents		
DB00859	Antidotes		
DB00860	Antineoplastic Agents, Hormonal		
DB00860	Anti-Inflammatory Agents		
DB00860	Glucocorticoids		
DB00861	Anti-Inflammatory Agents, Non-Steroidal		
DB00862	Vasodilator Agents		
DB00862	Phosphodiesterase 5 Inhibitors		
DB00862	Anti-Impotence Agents		
DB00863	Anti-Ulcer Agents		
DB00863	Histamine H2 Antagonists		
DB00865	Adrenergic Agents		
DB00865	Adrenergic Uptake Inhibitors		
DB00865	Central Nervous System Stimulants		
DB00865	Dopamine Agents		
DB00865	Dopamine Uptake Inhibitors		
DB00865	Sympathomimetics		
DB00866	Antihypertensive Agents		
DB00866	Sympatholytics		
DB00866	Anti-Arrhythmia Agents		
DB00866	Adrenergic beta-Antagonists		
DB00867	Sympathomimetics		
DB00867	Adrenergic beta-2 Receptor Agonists		
DB00867	Tocolytic Agents		
DB00868	Antitussive Agents		
DB00870	Anti-Inflammatory Agents, Non-Steroidal		
DB00870	Cyclooxygenase Inhibitors		
DB00871	Sympathomimetics		
DB00871	Adrenergic beta-2 Receptor Agonists		
DB00871	Bronchodilator Agents		
DB00871	Tocolytic Agents		
DB00873	Anti-Allergic Agents		
DB00874	Expectorants		
DB00875	Antipsychotic Agents		
DB00875	Dopamine Antagonists		
DB00875	Thioxanthenes		
DB00877	Immunosuppressive Agents		
DB00877	Antifungal Agents		
DB00877	Anti-Bacterial Agents		
DB00877	Antibiotics, Antineoplastic		
DB00877	Macrolides		
DB00878	Anti-Infective Agents		
DB00878	Anti-Infective Agents, Local		
DB00878	Disinfectants		
DB00878	Mouthwashes		
DB00880	Antihypertensive Agents		
DB00880	Diuretics		
DB00880	Sodium Chloride Symporter Inhibitors		
DB00881	Angiotensin-Converting Enzyme Inhibitors		
DB00881	Antihypertensive Agents		
DB00882	Fertility Agents, Female		
DB00882	Estrogen Antagonists		
DB00882	Selective Estrogen Receptor Modulators		
DB00883	Vasodilator Agents		
DB00883	Nitric Oxide Donors		
DB00884	Bone Density Conservation Agents		
DB00884	Calcium Channel Blockers		
DB00884	Antihypocalcemic Agents		
DB00884	Antiresorptives		
DB00884	Bisphosphonates		
DB00885	Histamine Antagonists		
DB00885	Ophthalmics		
DB00887	Diuretics		
DB00887	Sodium Potassium Chloride Symporter Inhibitors		
DB00888	Antineoplastic Agents, Alkylating		
DB00888	Alkylating Agents		
DB00888	Chemical Warfare Agents		
DB00888	Irritants		
DB00889	Serotonin Antagonists		
DB00889	Antiemetics		
DB00890	Estrogens, Non-Steroidal		
DB00891	Dermatologic Agents		
DB00891	Anti-Infective Agents		
DB00891	Sulfonamides		
DB00892	Anesthetics, Local		
DB00893	Hematinics		
DB00893	Anti-anemic Agents		
DB00893	Supplements		
DB00894	Antineoplastic Agents, Hormonal		
DB00896	Corticosteroids		
DB00897	Anti-Anxiety Agents		
DB00897	Adjuvants, Anesthesia		
DB00897	GABA Modulators		
DB00897	Benzodiazepines		
DB00898	Anti-Infective Agents, Local		
DB00898	Central Nervous System Depressants		
DB00898	Solvents		
DB00899	Hypnotics and Sedatives		
DB00899	Anesthetics, Intravenous		
DB00899	Analgesics, Opioid		
DB00900	Anti-HIV Agents		
DB00900	Antimetabolites		
DB00900	Reverse Transcriptase Inhibitors		
DB00901	Adrenergic beta-2 Receptor Agonists		
DB00901	Bronchodilator Agents		
DB00902	Histamine Antagonists		
DB00903	Enzyme Inhibitors		
DB00903	Diuretics		
DB00904	Antipsychotic Agents		
DB00905	Anti-glaucoma Agents		
DB00906	Anticonvulsants		
DB00906	Neurotransmitter Uptake Inhibitors		
DB00906	GABA Agonists		
DB00907	Vasoconstrictor Agents		
DB00907	Dopamine Uptake Inhibitors		
DB00907	Anesthetics, Local		
DB00908	Anti-Arrhythmia Agents		
DB00909	Antioxidants		
DB00909	Anticonvulsants		
DB00911	Antiprotozoal Agents		
DB00911	Anti-Infective Agents		
DB00912	Hypoglycemic Agents		
DB00912	Antidiabetic Agents		
DB00912	Meglitinides		
DB00914	Hypoglycemic Agents		
DB00915	Antiviral Agents		
DB00915	Dopamine Agents		
DB00915	Antiparkinson Agents		
DB00915	Analgesics, Non-Narcotic		
DB00916	Antiprotozoal Agents		
DB00916	Anti-Infective Agents		
DB00916	Radiation-Sensitizing Agents		
DB00917	Oxytocics		
DB00917	Prostaglandins		
DB00918	Serotonin Antagonists		
DB00918	Serotonin Receptor Agonists		
DB00918	Anti-migraine Agents		
DB00919	Anti-Bacterial Agents		
DB00919	Aminoglycosides		
DB00920	Anti-Allergic Agents		
DB00920	Antipruritics		
DB00920	Histamine H1 Antagonists		
DB00921	Analgesics, Opioid		
DB00921	Narcotics		
DB00921	Narcotic Antagonists		
DB00922	Phosphodiesterase Inhibitors		
DB00922	Anti-Arrhythmia Agents		
DB00922	Cardiotonic Agents		
DB00922	Vasodilator Agents		
DB00923	Anti-Bacterial Agents		
DB00923	Cephalosporins		
DB00924	Tranquilizing Agents		
DB00924	Neuromuscular Agents		
DB00924	Muscle Relaxants, Skeletal		
DB00925	Antihypertensive Agents		
DB00925	Vasodilator Agents		
DB00925	Adrenergic alpha-Antagonists		
DB00927	Anti-Ulcer Agents		
DB00927	Histamine H2 Antagonists		
DB00928	Enzyme Inhibitors		
DB00928	Antimetabolites, Antineoplastic		
DB00929	Oxytocics		
DB00929	Anti-Ulcer Agents		
DB00929	Abortifacient Agents, Nonsteroidal		
DB00929	Abortifacient Agents		
DB00929	Prostaglandins		
DB00930	Bile acid sequestrants		
DB00931	Anti-Bacterial Agents		
DB00931	Tetracyclines		
DB00932	Anti-HIV Agents		
DB00933	Antipsychotic Agents		
DB00933	Dopamine Antagonists		
DB00933	Phenothiazines		
DB00934	Antidepressive Agents, Second-Generation		
DB00934	Adrenergic Uptake Inhibitors		
DB00934	Antidepressive Agents		
DB00935	Sympathomimetics		
DB00935	Adrenergic alpha-Agonists		
DB00935	Nasal Decongestants		
DB00936	Antifungal Agents		
DB00936	Anti-Infective Agents		
DB00936	Keratolytic Agents		
DB00937	Appetite Depressants		
DB00937	Stimulants		
DB00938	Sympathomimetics		
DB00938	Adrenergic beta-2 Receptor Agonists		
DB00938	Bronchodilator Agents		
DB00939	Anti-Inflammatory Agents, Non-Steroidal		
DB00939	Cyclooxygenase Inhibitors		
DB00940	Muscarinic Antagonists		
DB00940	Cholinergic Antagonists		
DB00940	Antispasmodics		
DB00941	Neuromuscular Agents		
DB00942	Antidyskinetics		
DB00943	Anti-HIV Agents		
DB00943	Antimetabolites		
DB00943	Reverse Transcriptase Inhibitors		
DB00944	Cholinergic Agents		
DB00945	Fibrinolytic Agents		
DB00945	Platelet Aggregation Inhibitors		
DB00945	Anti-Inflammatory Agents, Non-Steroidal		
DB00945	Cyclooxygenase Inhibitors		
DB00945	Antipyretics		
DB00945	Salicylates		
DB00946	Anticoagulants		
DB00947	Antineoplastic Agents		
DB00947	Antineoplastic Agents, Hormonal		
DB00947	Estrogen Antagonists		
DB00948	Penicillins		
DB00949	Anticonvulsants		
DB00950	Anti-Allergic Agents		
DB00950	Histamine H1 Antagonists, Non-Sedating		
DB00950	Histamine Antagonists		
DB00951	Antitubercular Agents		
DB00951	Fatty Acid Synthesis Inhibitors		
DB00952	Serotonin Antagonists		
DB00952	Serotonin Receptor Agonists		
DB00953	Serotonin Antagonists		
DB00953	Serotonin Receptor Agonists		
DB00953	Anti-migraine Agents		
DB00954	Anti-Infective Agents		
DB00954	Macrolides		
DB00955	Anti-Bacterial Agents		
DB00955	Protein Synthesis Inhibitors		
DB00955	Aminoglycosides		
DB00956	Analgesics, Opioid		
DB00956	Narcotics		
DB00956	Antitussive Agents		
DB00957	Contraceptives, Oral, Synthetic		
DB00957	Contraceptive Agents		
DB00958	Antineoplastic Agents		
DB00958	Cross-Linking Reagents		
DB00959	Anti-Inflammatory Agents		
DB00959	Glucocorticoids		
DB00959	Neuroprotective Agents		
DB00959	Antiemetics		
DB00961	Anesthetics, Local		
DB00962	Hypnotics and Sedatives		
DB00964	Adrenergic alpha-2 Receptor Agonists		
DB00964	Anti-glaucoma Agents		
DB00964	EENT Preparations		
DB00964	Ophthalmics		
DB00965	Antineoplastic Agents		
DB00965	Contrast Media		
DB00967	Cholinergic Antagonists		
DB00967	Histamine H1 Antagonists, Non-Sedating		
DB00967	Histamine Antagonists		
DB00968	Antihypertensive Agents		
DB00968	Sympatholytics		
DB00968	Adrenergic alpha-2 Receptor Agonists		
DB00970	Anti-Bacterial Agents		
DB00970	Protein Synthesis Inhibitors		
DB00970	Nucleic Acid Synthesis Inhibitors		
DB00970	Antibiotics, Antineoplastic		
DB00970	Antibiotics		
DB00971	Antifungal Agents		
DB00972	Anti-Allergic Agents		
DB00972	Lipoxygenase Inhibitors		
DB00972	Bronchodilator Agents		
DB00972	Histamine H1 Antagonists, Non-Sedating		
DB00973	Cholesterol Absorption Inhibitors		
DB00974	Anticoagulants		
DB00974	Chelating Agents		
DB00974	Food Additives		
DB00975	Platelet Aggregation Inhibitors		
DB00975	Phosphodiesterase Inhibitors		
DB00975	Vasodilator Agents		
DB00976	Ketolides		
DB00977	Estrogens		
DB00978	Anti-Infective Agents		
DB00979	Muscarinic Antagonists		
DB00979	Parasympatholytics		
DB00979	Mydriatics		
DB00981	Cholinesterase Inhibitors		
DB00981	Miotics		
DB00982	Anti-Acne Preparations		
DB00982	Skin and Mucous Membrane Agents		
DB00983	Sympathomimetics		
DB00983	Adrenergic beta-2 Receptor Agonists		
DB00983	Bronchodilator Agents		
DB00984	Anabolic Agents		
DB00985	Histamine H1 Antagonists		
DB00985	Antiemetics		
DB00986	Muscarinic Antagonists		
DB00986	Adjuvants, Anesthesia		
DB00986	Cholinergic Antagonists		
DB00987	Antiviral Agents		
DB00987	Immunosuppressive Agents		
DB00987	Antimetabolites, Antineoplastic		
DB00988	Dopamine Agents		
DB00988	Sympathomimetics		
DB00988	Cardiotonic Agents		
DB00989	Neuroprotective Agents		
DB00989	Cholinesterase Inhibitors		
DB00989	Cholinergic Agents		
DB00990	Antineoplastic Agents		
DB00990	Aromatase Inhibitors		
DB00991	Anti-Inflammatory Agents, Non-Steroidal		
DB00993	Antirheumatic Agents		
DB00993	Immunosuppressive Agents		
DB00993	Antimetabolites		
DB00993	Antimetabolites, Antineoplastic		
DB00994	Aminoglycosides		
DB00994	Antibiotics		
DB00995	Antirheumatic Agents		
DB00996	Anti-Anxiety Agents		
DB00996	Antiparkinson Agents		
DB00996	Analgesics		
DB00996	Anticonvulsants		
DB00996	Calcium Channel Blockers		
DB00996	Antimanic Agents		
DB00996	Excitatory Amino Acid Antagonists		
DB00997	Antibiotics, Antineoplastic		
DB00997	Antibiotics		
DB00998	Serotonin Receptor Agonists		
DB00998	Anti-migraine Agents		
DB00999	Antihypertensive Agents		
DB00999	Diuretics		
DB00999	Sodium Chloride Symporter Inhibitors		
DB01000	Anti-Bacterial Agents		
DB01000	Penicillins		
DB01001	Adrenergic beta-2 Receptor Agonists		
DB01001	Bronchodilator Agents		
DB01001	Tocolytic Agents		
DB01003	Anti-Asthmatic Agents		
DB01004	Antiviral Agents		
DB01005	Antineoplastic Agents		
DB01005	Enzyme Inhibitors		
DB01005	Nucleic Acid Synthesis Inhibitors		
DB01005	Antisickling Agents		
DB01006	Antineoplastic Agents		
DB01006	Aromatase Inhibitors		
DB01007	Antifungal Agents		
DB01007	14-alpha Demethylase Inhibitors		
DB01008	Immunosuppressive Agents		
DB01008	Antineoplastic Agents, Alkylating		
DB01008	Alkylating Agents		
DB01008	Myeloablative Agonists		
DB01009	Anti-Inflammatory Agents, Non-Steroidal		
DB01009	Cyclooxygenase Inhibitors		
DB01010	Cholinesterase Inhibitors		
DB01010	Antidotes		
DB01011	Enzyme Inhibitors		
DB01011	Antimetabolites		
DB01012	Calcimimetics		
DB01013	Anti-Inflammatory Agents		
DB01013	Glucocorticoids		
DB01013	Corticosteroids		
DB01014	Anti-Inflammatory Agents, Non-Steroidal		
DB01014	Gastrointestinal Agents		
DB01015	Anti-Infective Agents		
DB01015	Sulfonamides		
DB01016	Hypoglycemic Agents		
DB01016	Anti-Arrhythmia Agents		
DB01016	Antidiabetic Agents		
DB01017	Anti-Bacterial Agents		
DB01017	Tetracyclines		
DB01018	Antihypertensive Agents		
DB01018	Adrenergic alpha-2 Receptor Agonists		
DB01019	Parasympathomimetics		
DB01019	Muscarinic Agonists		
DB01020	Vasodilator Agents		
DB01020	Nitric Oxide Donors		
DB01021	Antihypertensive Agents		
DB01021	Diuretics		
DB01021	Sodium Chloride Symporter Inhibitors		
DB01022	Vitamins		
DB01022	Antifibrinolytic Agents		
DB01022	Vitamin K		
DB01023	Antihypertensive Agents		
DB01023	Anti-Arrhythmia Agents		
DB01023	Vasodilator Agents		
DB01023	Calcium Channel Blockers		
DB01023	Dihydropyridines		
DB01024	Enzyme Inhibitors		
DB01024	Antibiotics, Antineoplastic		
DB01025	Anti-Allergic Agents		
DB01025	Anti-Inflammatory Agents		
DB01025	Anti-Ulcer Agents		
DB01026	Antifungal Agents		
DB01026	14-alpha Demethylase Inhibitors		
DB01028	Anesthetics, Inhalation		
DB01029	Antihypertensive Agents		
DB01029	Angiotensin II Type 1 Receptor Blockers		
DB01029	Angiotensin Receptor Antagonists		
DB01030	Topoisomerase I Inhibitors		
DB01032	Adjuvants, Pharmaceutic		
DB01032	Uricosuric Agents		
DB01033	Immunosuppressive Agents		
DB01033	Antimetabolites		
DB01033	Nucleic Acid Synthesis Inhibitors		
DB01033	Antimetabolites, Antineoplastic		
DB01033	Purine analogues		
DB01034	Antifungal Agents		
DB01035	Anti-Arrhythmia Agents		
DB01036	Muscarinic Antagonists		
DB01036	Anti-Incontinence Agents		
DB01036	Antispasmodics		
DB01036	Muscle Relaxants, Genitourinary		
DB01037	Antiparkinson Agents		
DB01037	Neuroprotective Agents		
DB01037	Monoamine Oxidase Inhibitors		
DB01037	Antidyskinetics		
DB01037	Dopaminergics		
DB01038	Antipsychotic Agents		
DB01039	Hypolipidemic Agents		
DB01040	Antimalarials		
DB01040	Anti-trypanosomal Agents		
DB01040	Antimycotic Agents		
DB01041	Immunosuppressive Agents		
DB01041	Angiogenesis Inhibitors		
DB01041	Leprostatic Agents		
DB01041	Teratogens		
DB01043	Dopamine Agents		
DB01043	Antiparkinson Agents		
DB01043	Excitatory Amino Acid Antagonists		
DB01043	Antidyskinetics		
DB01044	Quinolones		
DB01044	Antibiotics		
DB01045	Enzyme Inhibitors		
DB01045	Antitubercular Agents		
DB01045	Nucleic Acid Synthesis Inhibitors		
DB01045	Leprostatic Agents		
DB01045	Antibiotics, Antitubercular		
DB01045	Antibiotics		
DB01046	Laxatives		
DB01047	Anti-Allergic Agents		
DB01047	Anti-Inflammatory Agents		
DB01047	Glucocorticoids		
DB01048	Anti-HIV Agents		
DB01048	Reverse Transcriptase Inhibitors		
DB01049	Nootropic Agents		
DB01049	Vasodilator Agents		
DB01049	Adrenergic alpha-Antagonists		
DB01050	Anti-Inflammatory Agents, Non-Steroidal		
DB01050	Cyclooxygenase Inhibitors		
DB01050	Analgesics, Non-Narcotic		
DB01051	Enzyme Inhibitors		
DB01051	Anti-Bacterial Agents		
DB01051	Nucleic Acid Synthesis Inhibitors		
DB01053	Anti-Bacterial Agents		
DB01053	Penicillins		
DB01054	Antihypertensive Agents		
DB01054	Vasodilator Agents		
DB01054	Calcium Channel Blockers		
DB01056	Anti-Arrhythmia Agents		
DB01056	Voltage-Gated Sodium Channel Blockers		
DB01056	Sodium Channel Blockers		
DB01057	Cholinesterase Inhibitors		
DB01057	Parasympathomimetics		
DB01057	Miotics		
DB01059	Anti-Infective Agents		
DB01059	Quinolones		
DB01060	Anti-Bacterial Agents		
DB01060	Penicillins		
DB01061	Anti-Bacterial Agents		
DB01061	Penicillins		
DB01062	Muscarinic Antagonists		
DB01062	Parasympatholytics		
DB01062	Cholinergic Antagonists		
DB01062	Antispasmodics		
DB01062	Muscle Relaxants, Genitourinary		
DB01063	Antipsychotic Agents		
DB01064	Sympathomimetics		
DB01064	Bronchodilator Agents		
DB01064	Cardiotonic Agents		
DB01064	Adrenergic beta-Agonists		
DB01065	Antioxidants		
DB01065	Central Nervous System Depressants		
DB01066	Anti-Bacterial Agents		
DB01066	Cephalosporins		
DB01067	Hypoglycemic Agents		
DB01068	Anticonvulsants		
DB01068	GABA Modulators		
DB01068	Benzodiazepines		
DB01069	Anti-Allergic Agents		
DB01069	Antipruritics		
DB01069	Histamine H1 Antagonists		
DB01070	Bone Density Conservation Agents		
DB01070	Vitamins		
DB01070	Antithyroid Agents		
DB01070	Vitamin D		
DB01070	Antihypocalcemic Agents		
DB01071	Histamine H1 Antagonists		
DB01072	Anti-HIV Agents		
DB01072	HIV Protease Inhibitors		
DB01073	Antineoplastic Agents		
DB01074	Vasodilator Agents		
DB01074	Calcium Channel Blockers		
DB01074	Cardiovascular Agents		
DB01075	Anti-Allergic Agents		
DB01075	Hypnotics and Sedatives		
DB01075	Anesthetics, Local		
DB01075	Histamine H1 Antagonists		
DB01075	Antitussive Agents		
DB01075	Antiemetics		
DB01075	Antidyskinetics		
DB01076	Anticholesteremic Agents		
DB01076	Hydroxymethylglutaryl-CoA Reductase Inhibitors		
DB01077	Bone Density Conservation Agents		
DB01077	Antihypocalcemic Agents		
DB01077	Bisphosphonates		
DB01078	Enzyme Inhibitors		
DB01078	Anti-Arrhythmia Agents		
DB01078	Cardiotonic Agents		
DB01079	Serotonin Receptor Agonists		
DB01080	Enzyme Inhibitors		
DB01080	Anticonvulsants		
DB01080	GABA Agents		
DB01081	Analgesics, Opioid		
DB01081	Antidiarrheals		
DB01081	Antiperistaltic Agents		
DB01082	Aminoglycosides		
DB01083	Enzyme Inhibitors		
DB01083	Anti-Obesity Agents		
DB01084	Anti-Allergic Agents		
DB01084	Histamine H1 Antagonists		
DB01085	Cholinergic Agents		
DB01086	Anesthetics, Local		
DB01087	Antimalarials		
DB01090	Antihypertensive Agents		
DB01090	Nicotinic Antagonists		
DB01090	Ganglionic Blockers		
DB01091	Antifungal Agents		
DB01092	Enzyme Inhibitors		
DB01092	Cardiotonic Agents		
DB01093	Free Radical Scavengers		
DB01093	Solvents		
DB01093	Cryoprotective Agents		
DB01095	Hydroxymethylglutaryl-CoA Reductase Inhibitors		
DB01097	Antirheumatic Agents		
DB01097	Immunosuppressive Agents		
DB01097	Enzyme Inhibitors		
DB01097	Adjuvants		
DB01098	Hydroxymethylglutaryl-CoA Reductase Inhibitors		
DB01099	Antifungal Agents		
DB01099	Antimetabolites		
DB01100	Antipsychotic Agents		
DB01100	Dopamine Antagonists		
DB01100	Anti-Dyskinesia Agents		
DB01101	Prodrugs		
DB01103	Antineoplastic Agents		
DB01103	Enzyme Inhibitors		
DB01103	Antimalarials		
DB01103	Antiprotozoal Agents		
DB01103	Antinematodal Agents		
DB01103	Anthelmintics		
DB01103	Anticestodal Agents		
DB01104	Serotonin Uptake Inhibitors		
DB01104	Antidepressive Agents		
DB01105	Appetite Depressants		
DB01105	Antidepressive Agents		
DB01105	Stimulants		
DB01106	Histamine H1 Antagonists, Non-Sedating		
DB01107	Hypnotics and Sedatives		
DB01108	Anti-adrenal Agents		
DB01108	Anticorticosteroid		
DB01109	Fibrinolytic Agents		
DB01109	Anticoagulants		
DB01109	Heparins		
DB01110	Antifungal Agents		
DB01110	14-alpha Demethylase Inhibitors		
DB01111	Anti-Bacterial Agents		
DB01112	Anti-Bacterial Agents		
DB01112	Cephalosporins		
DB01114	Histamine H1 Antagonists		
DB01114	Histamine Antagonists		
DB01115	Dihydropyridines		
DB01116	Antihypertensive Agents		
DB01116	Adjuvants, Anesthesia		
DB01116	Nicotinic Antagonists		
DB01116	Ganglionic Blockers		
DB01118	Enzyme Inhibitors		
DB01118	Anti-Arrhythmia Agents		
DB01118	Vasodilator Agents		
DB01119	Sodium Chloride Symporter Inhibitors		
DB01120	Hypoglycemic Agents		
DB01120	Antidiabetic Agents		
DB01122	Anti-Arrhythmia Agents		
DB01122	Antimyasthenic Agents		
DB01123	Anti-Infective Agents, Local		
DB01124	Hypoglycemic Agents		
DB01124	Antidiabetic Agents		
DB01129	Enzyme Inhibitors		
DB01129	Anti-Ulcer Agents		
DB01130	Anti-Inflammatory Agents		
DB01130	Corticosteroids		
DB01130	Steroids		
DB01132	Hypoglycemic Agents		
DB01133	Bone Density Conservation Agents		
DB01133	Antihypocalcemic Agents		
DB01136	Antihypertensive Agents		
DB01136	Vasodilator Agents		
DB01136	Adrenergic alpha-1 Receptor Antagonists		
DB01136	Adrenergic beta-Antagonists		
DB01137	Quinolones		
DB01138	Uricosuric Agents		
DB01139	Anti-Bacterial Agents		
DB01139	Cephalosporins		
DB01140	Anti-Bacterial Agents		
DB01140	Cephalosporins		
DB01141	Antifungal Agents		
DB01142	Adrenergic Uptake Inhibitors		
DB01142	Antidepressive Agents		
DB01143	Radiation-Protective Agents		
DB01144	Carbonic Anhydrase Inhibitors		
DB01144	Anti-glaucoma Agents		
DB01144	Ophthalmics		
DB01145	Anti-Infective Agents		
DB01145	Sulfonamides		
DB01146	Histamine Antagonists		
DB01147	Penicillins		
DB01148	Parasympatholytics		
DB01149	Antidepressive Agents, Second-Generation		
DB01149	Antidepressive Agents		
DB01150	Anti-Bacterial Agents		
DB01150	Cephalosporins		
DB01151	Enzyme Inhibitors		
DB01151	Adrenergic Uptake Inhibitors		
DB01151	Antidepressive Agents, Tricyclic		
DB01151	Antidepressive Agents		
DB01152	Macrolides		
DB01153	Antifungal Agents		
DB01155	Anti-Bacterial Agents		
DB01155	Quinolones		
DB01156	Antidepressive Agents, Second-Generation		
DB01156	Dopamine Uptake Inhibitors		
DB01157	Antifungal Agents		
DB01157	Antiprotozoal Agents		
