drugbank_id	interacting_drugbank_id	name	description
DB00681	DB01167	Itraconazole	
DB00681	DB01172	Kanamycin	
DB00681	DB00959	Methylprednisolone	
DB00681	DB00994	Neomycin	
DB00681	DB00955	Netilmicin	
DB00681	DB01263	Posaconazole	
DB00681	DB00635	Prednisone	
DB00681	DB03615	Ribostamycin	
DB00681	DB00919	Spectinomycin	
DB00681	DB01082	Streptomycin	
DB00681	DB00684	Tobramycin	
DB00681	DB00582	Voriconazole	
DB00682	DB00054	Abciximab	
DB00682	DB01418	Acenocoumarol	
DB00682	DB00945	Acetylsalicylic acid	
DB00682	DB00051	Adalimumab	
DB00682	DB00009	Alteplase	
DB00682	DB00233	Aminosalicylic Acid	
DB00682	DB00261	Anagrelide	
DB00682	DB06605	Apixaban	
DB00682	DB00673	Aprepitant	
DB00682	DB00278	Argatroban	
DB00682	DB01072	Atazanavir	
DB00682	DB01294	Bismuth Subsalicylate	
DB00682	DB00006	Bivalirudin	
DB00682	DB08873	Boceprevir	
DB00682	DB00482	Celecoxib	
DB00682	DB00122	Choline	
DB00682	DB01166	Cilostazol	
DB00682	DB00215	Citalopram	
DB00682	DB00758	Clopidogrel	
DB00682	DB01285	Corticotropin	
DB00682	DB01380	Cortisone acetate	
DB00682	DB04839	Cyproterone acetate	
DB00682	DB06695	Dabigatran etexilate	
DB00682	DB06779	Dalteparin	
DB00682	DB06754	Danaparoid	
DB00682	DB01264	Darunavir	
DB00682	DB01254	Dasatinib	
DB00682	DB01609	Deferasirox	
DB00682	DB00304	Desogestrel	
DB00682	DB06700	Desvenlafaxine	
DB00682	DB00861	Diflunisal	
DB00682	DB00975	Dipyridamole	
DB00682	DB01395	Drospirenone	
DB00682	DB00476	Duloxetine	
DB00682	DB01225	Enoxaparin	
DB00682	DB08899	Enzalutamide	
DB00682	DB01240	Epoprostenol	
DB00682	DB00063	Eptifibatide	
DB00682	DB00530	Erlotinib	
DB00682	DB01175	Escitalopram	
DB00682	DB04574	Estropipate	
DB00682	DB00977	Ethinyl Estradiol	
DB00682	DB00823	Ethynodiol	
DB00682	DB00749	Etodolac	
DB00682	DB00294	Etonogestrel	
DB00682	DB01039	Fenofibrate	
DB00682	DB00573	Fenoprofen	
DB00682	DB08976	Floctafenine	
DB00682	DB00687	Fludrocortisone	
DB00682	DB00472	Fluoxetine	
DB00682	DB00176	Fluvoxamine	
DB00682	DB00569	Fondaparinux sodium	
DB00682	DB01319	Fosamprenavir	
DB00682	DB06717	Fosaprepitant	
DB00682	DB00441	Gemcitabine	
DB00682	DB01109	Heparin	
DB00682	DB04865	Homoharringtonine	
DB00682	DB00078	Ibritumomab	
DB00682	DB01050	Ibuprofen	
DB00682	DB00159	Icosapent	
DB00682	DB08887	Icosapent ethyl	
DB00682	DB01088	Iloprost	
DB00682	DB00328	Indomethacin	
DB00682	DB01009	Ketoprofen	
DB00682	DB00465	Ketorolac	
DB00682	DB08918	Levomilnacipran	
DB00682	DB00367	Levonorgestrel	
DB00682	DB08827	Lomitapide	
DB00682	DB01601	Lopinavir	
DB00682	DB01397	Magnesium salicylate	
DB00682	DB00603	Medroxyprogesterone Acetate	
DB00682	DB00784	Mefenamic acid	
DB00682	DB00351	Megestrol acetate	
DB00682	DB00814	Meloxicam	
DB00682	DB01357	Mestranol	
DB00682	DB00959	Methylprednisolone	
DB00682	DB09046	Metreleptin	
DB00682	DB01110	Miconazole	
DB00682	DB04896	Milnacipran	
DB00682	DB00370	Mirtazapine	
DB00682	DB00461	Nabumetone	
DB00682	DB08813	Nadroparin	
DB00682	DB00788	Naproxen	
DB00682	DB00220	Nelfinavir	
DB00682	DB06713	Norelgestromin	
DB00682	DB00717	Norethindrone	
DB00682	DB00957	Norgestimate	
DB00682	DB08935	Obinutuzumab	
DB00682	DB01083	Orlistat	
DB00682	DB00991	Oxaprozin	
DB00682	DB00715	Paroxetine	
DB00682	DB00686	Pentosan Polysulfate	
DB00682	DB00592	Piperazine	
DB00682	DB00554	Piroxicam	
DB00682	DB06209	Prasugrel	
DB00682	DB00635	Prednisone	
DB00682	DB00396	Progesterone	
DB00682	DB01131	Proguanil	
DB00682	DB00863	Ranitidine	
DB00682	DB08896	Regorafenib	
DB00682	DB00015	Reteplase	
DB00682	DB00503	Ritonavir	
DB00682	DB06228	Rivaroxaban	
DB00682	DB01399	Salsalate	
DB00682	DB01232	Saquinavir	
DB00682	DB01104	Sertraline	
DB00682	DB00398	Sorafenib	
DB00682	DB00605	Sulindac	
DB00682	DB05521	Telaprevir	
DB00682	DB00031	Tenecteplase	
DB00682	DB08880	Teriflunomide	
DB00682	DB01600	Tiaprofenic acid	
DB00682	DB08816	Ticagrelor	
DB00682	DB00208	Ticlopidine	
DB00682	DB00560	Tigecycline	
DB00682	DB06822	Tinzaparin	
DB00682	DB00932	Tipranavir	
DB00682	DB00775	Tirofiban	
DB00682	DB00500	Tolmetin	
DB00682	DB01036	Tolterodine	
DB00682	DB00214	Torasemide	
DB00682	DB00081	Tositumomab	
DB00682	DB00374	Treprostinil	
DB00682	DB08881	Vemurafenib	
DB00682	DB00285	Venlafaxine	
DB00682	DB06684	Vilazodone	
DB00682	DB00163	Vitamin E	
DB00682	DB09030	Vorapaxar	
DB00682	DB00744	Zileuton	
DB00683	DB00673	Aprepitant	
DB00683	DB01238	Aripiprazole	
DB00683	DB01072	Atazanavir	
DB00683	DB01076	Atorvastatin	
DB00683	DB03880	Batimastat	
DB00683	DB08873	Boceprevir	
DB00683	DB00559	Bosentan	
DB00683	DB00921	Buprenorphine	
DB00683	DB01211	Clarithromycin	
DB00683	DB00363	Clozapine	
DB00683	DB00872	Conivaptan	
DB00683	DB08912	Dabrafenib	
DB00683	DB01264	Darunavir	
DB00683	DB01254	Dasatinib	
DB00683	DB01609	Deferasirox	
DB00683	DB00204	Dofetilide	
DB00683	DB00366	Doxylamine	
DB00683	DB00470	Dronabinol	
DB00683	DB00450	Droperidol	
DB00683	DB01319	Fosamprenavir	
DB00683	DB06717	Fosaprepitant	
DB00683	DB01381	Ginkgo biloba	
DB00683	DB00956	Hydrocodone	
DB00683	DB00557	Hydroxyzine	
DB00683	DB00224	Indinavir	
DB00683	DB00677	Isoflurophate	
DB00683	DB01167	Itraconazole	
DB00683	DB08820	Ivacaftor	
DB00683	DB08827	Lomitapide	
DB00683	DB01601	Lopinavir	
DB00683	DB08933	LULICONAZOLE	
DB00683	DB00653	Magnesium Sulfate	
DB00683	DB00333	Methadone	
DB00683	DB01403	Methotrimeprazine	
DB00683	DB00765	Metyrosine	
DB00683	DB00834	Mifepristone	
DB00683	DB00370	Mirtazapine	
DB00683	DB00648	Mitotane	
DB00683	DB00486	Nabilone	
DB00683	DB00220	Nelfinavir	
DB00683	DB00334	Olanzapine	
DB00683	DB01173	Orphenadrine	
DB00683	DB08883	Perampanel	
DB00683	DB01100	Pimozide	
DB00683	DB00413	Pramipexole	
DB00683	DB00818	Propofol	
DB00683	DB00503	Ritonavir	
DB00683	DB00268	Ropinirole	
DB00683	DB05271	Rotigotine	
DB00683	DB06201	Rufinamide	
DB00683	DB01232	Saquinavir	
DB00683	DB09036	Siltuximab	
DB00683	DB06290	Simeprevir	
DB00683	DB00263	Sulfisoxazole	
DB00683	DB09034	Suvorexant	
DB00683	DB06204	Tapentadol	
DB00683	DB08900	Teduglutide	
DB00683	DB05521	Telaprevir	
DB00683	DB00976	Telithromycin	
DB00683	DB01041	Thalidomide	
DB00683	DB00932	Tipranavir	
DB00683	DB06273	Tocilizumab	
DB00683	DB01392	Yohimbine	
DB00683	DB00425	Zolpidem	
DB00684	DB00681	Amphotericin B	
DB00684	DB00732	Atracurium	
DB00684	DB00083	Botulinum Toxin Type A	
DB00684	DB00042	Botulinum Toxin Type B	
DB00684	DB00887	Bumetanide	
DB00684	DB00314	Capreomycin	
DB00684	DB00958	Carboplatin	
DB00684	DB00833	Cefaclor	
DB00684	DB00535	Cefdinir	
DB00684	DB01413	Cefepime	
DB00684	DB00671	Cefixime	
DB00684	DB00493	Cefotaxime	
DB00684	DB01330	Cefotetan	
DB00684	DB01331	Cefoxitin	
DB00684	DB01416	Cefpodoxime	
DB00684	DB01150	Cefprozil	
DB00684	DB00438	Ceftazidime	
DB00684	DB01415	Ceftibuten	
DB00684	DB01212	Ceftriaxone	
DB00684	DB01112	Cefuroxime	
DB00684	DB00482	Celecoxib	
DB00684	DB00565	Cisatracurium Besylate	
DB00684	DB00515	Cisplatin	
DB00684	DB00720	Clodronate	
DB00684	DB01111	Colistimethate	
DB00684	DB00803	Colistin	
DB00684	DB00861	Diflunisal	
DB00684	DB00390	Digoxin	
DB00684	DB00903	Ethacrynic acid	
DB00684	DB00749	Etodolac	
DB00684	DB00573	Fenoprofen	
DB00684	DB08976	Floctafenine	
DB00684	DB00529	Foscarnet	
DB00684	DB00695	Furosemide	
DB00684	DB00710	Ibandronate	
DB00684	DB01050	Ibuprofen	
DB00684	DB00328	Indomethacin	
DB00684	DB01009	Ketoprofen	
DB00684	DB00465	Ketorolac	
DB00684	DB00742	Mannitol	
DB00684	DB00784	Mefenamic acid	
DB00684	DB00814	Meloxicam	
DB00684	DB00461	Nabumetone	
DB00684	DB00788	Naproxen	
DB00684	DB00991	Oxaprozin	
DB00684	DB00282	Pamidronate	
DB00684	DB01337	Pancuronium	
DB00684	DB00319	Piperacillin	
DB00684	DB00554	Piroxicam	
DB00684	DB00884	Risedronate	
DB00684	DB00728	Rocuronium	
DB00684	DB00202	Succinylcholine	
DB00684	DB00605	Sulindac	
DB00684	DB00300	Tenofovir	
DB00684	DB01600	Tiaprofenic acid	
DB00684	DB01607	Ticarcillin	
DB00684	DB01133	Tiludronate	
DB00684	DB00500	Tolmetin	
DB00684	DB00214	Torasemide	
DB00684	DB00512	Vancomycin	
DB00684	DB01339	Vecuronium	
DB00684	DB00399	Zoledronate	
DB00686	DB00054	Abciximab	
DB00686	DB01418	Acenocoumarol	
DB00686	DB04272	Citric Acid	
DB00686	DB06779	Dalteparin	
DB00686	DB00266	Dicoumarol	
DB00686	DB00974	Edetic Acid	
DB00686	DB01225	Enoxaparin	
DB00686	DB08794	Ethyl biscoumacetate	
DB00686	DB00569	Fondaparinux sodium	
DB00686	DB01109	Heparin	
DB00686	DB00498	Phenindione	
DB00686	DB00946	Phenprocoumon	
DB00686	DB06271	Sulodexide	
DB00686	DB00374	Treprostinil	
DB00686	DB00682	Warfarin	
DB00687	DB00414	Acetohexamide	
DB00687	DB00945	Acetylsalicylic acid	
DB00687	DB00041	Aldesleukin	
DB00687	DB06203	Alogliptin	
DB00687	DB06723	Aluminum hydroxide	
DB00687	DB00357	Aminoglutethimide	
DB00687	DB00681	Amphotericin B	
DB00687	DB00673	Aprepitant	
DB00687	DB00136	Calcitriol	
DB00687	DB06724	Calcium carbonate	
DB00687	DB08907	Canagliflozin	
DB00687	DB00672	Chlorpropamide	
DB00687	DB00930	Colesevelam	
DB00687	DB01609	Deferasirox	
DB00687	DB06643	Denosumab	
DB00687	DB02901	Dihydrotestosterone	
DB00687	DB06717	Fosaprepitant	
DB00687	DB01120	Gliclazide	
DB00687	DB00222	Glimepiride	
DB00687	DB01251	Gliquidone	
DB00687	DB01016	Glyburide	
DB00687	DB00070	Hyaluronidase	
DB00687	DB05039	Indacaterol	
DB00687	DB01306	Insulin Aspart	
DB00687	DB01307	Insulin Detemir	
DB00687	DB00047	Insulin Glargine	
DB00687	DB01309	Insulin Glulisine	
DB00687	DB00046	Insulin Lispro	
DB00687	DB00030	Insulin Regular	
DB00687	DB08914	Insulin, isophane	
DB00687	DB00951	Isoniazid	
DB00687	DB01097	Leflunomide	
DB00687	DB08882	Linagliptin	
DB00687	DB01377	Magnesium oxide	
DB00687	DB00331	Metformin	
DB00687	DB00834	Mifepristone	
DB00687	DB00648	Mitotane	
DB00687	DB00108	Natalizumab	
DB00687	DB00621	Oxandrolone	
DB00687	DB00337	Pimecrolimus	
DB00687	DB00912	Repaglinide	
DB00687	DB01656	Roflumilast	
DB00687	DB01398	Salicylate-sodium	
DB00687	DB06335	Saxagliptin	
DB00687	DB06688	Sipuleucel-T	
DB00687	DB05521	Telaprevir	
DB00687	DB00624	Testosterone	
DB00687	DB08895	Tofacitinib	
DB00687	DB01124	Tolbutamide	
DB00687	DB00072	Trastuzumab	
DB00687	DB04876	Vildagliptin	
DB00687	DB00682	Warfarin	
DB00688	DB06723	Aluminum hydroxide	
DB00688	DB01163	Amdinocillin	
DB00688	DB01060	Amoxicillin	
DB00688	DB00415	Ampicillin	
DB00688	DB08795	Azidocillin	
DB00688	DB01061	Azlocillin	
DB00688	DB01602	Bacampicillin	
DB00688	DB01053	Benzylpenicillin	
DB00688	DB06724	Calcium carbonate	
DB00688	DB00578	Carbenicillin	
DB00688	DB01147	Cloxacillin	
DB00688	DB00930	Colesevelam	
DB00688	DB01000	Cyclacillin	
DB00688	DB06643	Denosumab	
DB00688	DB00485	Dicloxacillin	
DB00688	DB00736	Esomeprazole	
DB00688	DB00301	Flucloxacillin	
DB00688	DB00739	Hetacillin	
DB00688	DB00448	Lansoprazole	
DB00688	DB01097	Leflunomide	
DB00688	DB01377	Magnesium oxide	
DB00688	DB01603	Meticillin	
DB00688	DB00948	Mezlocillin	
DB00688	DB00607	Nafcillin	
DB00688	DB00108	Natalizumab	
DB00688	DB00338	Omeprazole	
DB00688	DB00713	Oxacillin	
DB00688	DB00213	Pantoprazole	
DB00688	DB00417	Penicillin V	
DB00688	DB00337	Pimecrolimus	
DB00688	DB00319	Piperacillin	
DB00688	DB01604	Pivampicillin	
DB00688	DB01605	Pivmecillinam	
DB00688	DB01032	Probenecid	
DB00688	DB01656	Roflumilast	
DB00688	DB00658	Sevelamer	
DB00688	DB06688	Sipuleucel-T	
DB00688	DB08880	Teriflunomide	
DB00688	DB01607	Ticarcillin	
DB00688	DB08895	Tofacitinib	
DB00688	DB00072	Trastuzumab	
DB00689	DB01418	Acenocoumarol	
DB00689	DB01032	Probenecid	
DB00690	DB00673	Aprepitant	
DB00690	DB00559	Bosentan	
DB00690	DB00921	Buprenorphine	
DB00690	DB00363	Clozapine	
DB00690	DB00872	Conivaptan	
DB00690	DB08912	Dabrafenib	
DB00690	DB01254	Dasatinib	
DB00690	DB01609	Deferasirox	
DB00690	DB00366	Doxylamine	
DB00690	DB00470	Dronabinol	
DB00690	DB00450	Droperidol	
DB00690	DB01319	Fosamprenavir	
DB00690	DB06717	Fosaprepitant	
DB00690	DB00956	Hydrocodone	
DB00690	DB00557	Hydroxyzine	
DB00690	DB08820	Ivacaftor	
DB00690	DB08933	LULICONAZOLE	
DB00690	DB00653	Magnesium Sulfate	
DB00690	DB00333	Methadone	
DB00690	DB01403	Methotrimeprazine	
DB00690	DB00765	Metyrosine	
DB00690	DB00834	Mifepristone	
DB00690	DB00370	Mirtazapine	
DB00690	DB00648	Mitotane	
DB00690	DB00486	Nabilone	
DB00690	DB00334	Olanzapine	
DB00690	DB01173	Orphenadrine	
DB00690	DB08883	Perampanel	
DB00690	DB00413	Pramipexole	
DB00690	DB00503	Ritonavir	
DB00690	DB00268	Ropinirole	
DB00690	DB05271	Rotigotine	
DB00690	DB06201	Rufinamide	
DB00690	DB01232	Saquinavir	
DB00690	DB09036	Siltuximab	
DB00690	DB06290	Simeprevir	
DB00690	DB09034	Suvorexant	
DB00690	DB06204	Tapentadol	
DB00690	DB08900	Teduglutide	
DB00690	DB01041	Thalidomide	
DB00690	DB06273	Tocilizumab	
DB00690	DB01392	Yohimbine	
DB00690	DB00425	Zolpidem	
DB00691	DB00945	Acetylsalicylic acid	
DB00691	DB00346	Alfuzosin	
DB00691	DB09026	Aliskiren	
DB00691	DB00437	Allopurinol	
DB00691	DB01143	Amifostine	
DB00691	DB06692	Aprotinin	
DB00691	DB00993	Azathioprine	
DB00691	DB00237	Butabarbital	
DB00691	DB01353	Butethal	
DB00691	DB08907	Canagliflozin	
DB00691	DB04884	Dapoxetine	
DB00691	DB01119	Diazoxide	
DB00691	DB00476	Duloxetine	
DB00691	DB00700	Eplerenone	
DB00691	DB01590	Everolimus	
DB00691	DB01109	Heparin	
DB00691	DB01354	Heptabarbital	
DB00691	DB01355	Hexobarbital	
DB00691	DB06196	Icatibant	
DB00691	DB01356	Lithium	
DB00691	DB00474	Methohexital	
DB00691	DB00422	Methylphenidate	
DB00691	DB00834	Mifepristone	
DB00691	DB08935	Obinutuzumab	
DB00691	DB00312	Pentobarbital	
DB00691	DB00806	Pentoxifylline	
DB00691	DB00794	Primidone	
DB00691	DB00734	Risperidone	
DB00691	DB00073	Rituximab	
DB00691	DB01398	Salicylate-sodium	
DB00691	DB00418	Secobarbital	
DB00691	DB00877	Sirolimus	
DB00691	DB00820	Tadalafil	
DB00691	DB06287	Temsirolimus	
DB00691	DB00697	Tizanidine	
DB00691	DB06212	Tolvaptan	
DB00691	DB00440	Trimethoprim	
DB00691	DB00862	Vardenafil	
DB00691	DB01392	Yohimbine	
DB00692	DB01143	Amifostine	
DB00692	DB00381	Amlodipine	
DB00692	DB01427	Amrinone	
DB00692	DB01244	Bepridil	
DB00692	DB04884	Dapoxetine	
DB00692	DB01119	Diazoxide	
DB00692	DB01023	Felodipine	
DB00692	DB04841	Flunarizine	
DB00692	DB00996	Gabapentin	
DB00692	DB00270	Isradipine	
DB00692	DB00555	Lamotrigine	
DB00692	DB00528	Lercanidipine	
DB00692	DB00653	Magnesium Sulfate	
DB00692	DB00422	Methylphenidate	
DB00692	DB00622	Nicardipine	
DB00692	DB00393	Nimodipine	
DB00692	DB00401	Nisoldipine	
DB00692	DB01054	Nitrendipine	
DB00692	DB08935	Obinutuzumab	
DB00692	DB00806	Pentoxifylline	
DB00692	DB01074	Perhexiline	
DB00692	DB04825	Prenylamine	
DB00692	DB00884	Risedronate	
DB00692	DB00073	Rituximab	
DB00692	DB00820	Tadalafil	
DB00692	DB00862	Vardenafil	
DB00692	DB00661	Verapamil	
DB00692	DB01392	Yohimbine	
DB00694	DB00112	Bevacizumab	
DB00694	DB00363	Clozapine	
DB00694	DB00531	Cyclophosphamide	
DB00694	DB06643	Denosumab	
DB00694	DB01097	Leflunomide	
DB00694	DB00108	Natalizumab	
DB00694	DB00337	Pimecrolimus	
DB00694	DB01656	Roflumilast	
DB00694	DB06688	Sipuleucel-T	
DB00694	DB08895	Tofacitinib	
DB00694	DB00072	Trastuzumab	
DB00695	DB00414	Acetohexamide	
DB00695	DB00945	Acetylsalicylic acid	
DB00695	DB00802	Alfentanil	
DB00695	DB00346	Alfuzosin	
DB00695	DB09026	Aliskiren	
DB00695	DB00437	Allopurinol	
DB00695	DB06203	Alogliptin	
DB00695	DB01143	Amifostine	
DB00695	DB00479	Amikacin	
DB00695	DB06696	Arbekacin	
DB00695	DB00921	Buprenorphine	
DB00695	DB00237	Butabarbital	
DB00695	DB01353	Butethal	
DB00695	DB00611	Butorphanol	
DB00695	DB08907	Canagliflozin	
DB00695	DB01563	Chloral hydrate	
DB00695	DB00672	Chlorpropamide	
DB00695	DB00515	Cisplatin	
DB00695	DB00318	Codeine	
DB00695	DB00930	Colesevelam	
DB00695	DB01119	Diazoxide	
DB00695	DB01551	Dihydrocodeine	
DB00695	DB00204	Dofetilide	
DB00695	DB00476	Duloxetine	
DB00695	DB00903	Ethacrynic acid	
DB00695	DB00813	Fentanyl	
DB00695	DB00529	Foscarnet	
DB00695	DB01320	Fosphenytoin	
DB00695	DB00452	Framycetin	
DB00695	DB00798	Gentamicin	
DB00695	DB01120	Gliclazide	
DB00695	DB00222	Glimepiride	
DB00695	DB01251	Gliquidone	
DB00695	DB01016	Glyburide	
DB00695	DB01354	Heptabarbital	
DB00695	DB01355	Hexobarbital	
DB00695	DB00956	Hydrocodone	
DB00695	DB00327	Hydromorphone	
DB00695	DB01306	Insulin Aspart	
DB00695	DB01307	Insulin Detemir	
DB00695	DB00047	Insulin Glargine	
DB00695	DB01309	Insulin Glulisine	
DB00695	DB00046	Insulin Lispro	
DB00695	DB00030	Insulin Regular	
DB00695	DB08914	Insulin, isophane	
DB00695	DB01172	Kanamycin	
DB00695	DB00854	Levorphanol	
DB00695	DB08882	Linagliptin	
DB00695	DB01356	Lithium	
DB00695	DB00331	Metformin	
DB00695	DB00333	Methadone	
DB00695	DB00474	Methohexital	
DB00695	DB00563	Methotrexate	
DB00695	DB00422	Methylphenidate	
DB00695	DB00295	Morphine	
DB00695	DB00844	Nalbuphine	
DB00695	DB00994	Neomycin	
DB00695	DB00955	Netilmicin	
DB00695	DB08935	Obinutuzumab	
DB00695	DB00497	Oxycodone	
DB00695	DB01192	Oxymorphone	
DB00695	DB00312	Pentobarbital	
DB00695	DB00806	Pentoxifylline	
DB00695	DB00454	Pethidine	
DB00695	DB00252	Phenytoin	
DB00695	DB00794	Primidone	
DB00695	DB01032	Probenecid	
DB00695	DB00899	Remifentanil	
DB00695	DB00912	Repaglinide	
DB00695	DB03615	Ribostamycin	
DB00695	DB00734	Risperidone	
DB00695	DB00073	Rituximab	
DB00695	DB01398	Salicylate-sodium	
DB00695	DB06335	Saxagliptin	
DB00695	DB00418	Secobarbital	
DB00695	DB00919	Spectinomycin	
DB00695	DB01082	Streptomycin	
DB00695	DB00364	Sucralfate	
DB00695	DB00708	Sufentanil	
DB00695	DB00820	Tadalafil	
DB00695	DB06204	Tapentadol	
DB00695	DB08880	Teriflunomide	
DB00695	DB00684	Tobramycin	
DB00695	DB01124	Tolbutamide	
DB00695	DB00273	Topiramate	
DB00695	DB00193	Tramadol	
DB00695	DB00862	Vardenafil	
DB00695	DB04876	Vildagliptin	
DB00695	DB01392	Yohimbine	
DB00696	DB01614	Acepromazine	
DB00696	DB01063	Acetophenazine	
DB00696	DB06288	Amisulpride	
DB00696	DB00673	Aprepitant	
DB00696	DB01238	Aripiprazole	
DB00696	DB03880	Batimastat	
DB00696	DB00767	Benzquinamide	
DB00696	DB08873	Boceprevir	
DB00696	DB01038	Carphenazine	
DB00696	DB01178	Chlormezanone	
DB00696	DB00477	Chlorpromazine	
DB00696	DB01239	Chlorprothixene	
DB00696	DB01211	Clarithromycin	
DB00696	DB00363	Clozapine	
DB00696	DB00872	Conivaptan	
DB00696	DB08865	Crizotinib	
DB00696	DB04884	Dapoxetine	
DB00696	DB01254	Dasatinib	
DB00696	DB00204	Dofetilide	
DB00696	DB00450	Droperidol	
DB00696	DB08899	Enzalutamide	
DB00696	DB01463	Fencamfamine	
DB00696	DB00875	Flupentixol	
DB00696	DB00623	Fluphenazine	
DB00696	DB04842	Fluspirilene	
DB00696	DB06717	Fosaprepitant	
DB00696	DB00502	Haloperidol	
DB00696	DB00956	Hydrocodone	
DB00696	DB00677	Isoflurophate	
DB00696	DB01167	Itraconazole	
DB00696	DB08820	Ivacaftor	
DB00696	DB08827	Lomitapide	
DB00696	DB04871	Lorcaserin	
DB00696	DB00408	Loxapine	
DB00696	DB08933	LULICONAZOLE	
DB00696	DB00933	Mesoridazine	
DB00696	DB01403	Methotrimeprazine	
DB00696	DB01233	Metoclopramide	
DB00696	DB00834	Mifepristone	
DB00696	DB01618	Molindone	
DB00696	DB00727	Nitroglycerin	
DB00696	DB00334	Olanzapine	
DB00696	DB00904	Ondansetron	
DB00696	DB01267	Paliperidone	
DB00696	DB00850	Perphenazine	
DB00696	DB01100	Pimozide	
DB00696	DB06808	Piperacetazine	
DB00696	DB01263	Posaconazole	
DB00696	DB00433	Prochlorperazine	
DB00696	DB00420	Promazine	
DB00696	DB01224	Quetiapine	
DB00696	DB00409	Remoxipride	
DB00696	DB00206	Reserpine	
DB00696	DB00734	Risperidone	
DB00696	DB06144	Sertindole	
DB00696	DB06290	Simeprevir	
DB00696	DB00391	Sulpiride	
DB00696	DB05521	Telaprevir	
DB00696	DB00679	Thioridazine	
DB00696	DB01623	Thiothixene	
DB00696	DB00831	Trifluoperazine	
DB00696	DB00508	Triflupromazine	
DB00696	DB00582	Voriconazole	
DB00696	DB00246	Ziprasidone	
DB00696	DB01624	Zuclopenthixol	
DB00697	DB00542	Benazepril	
DB00697	DB01158	Bretylium	
DB00697	DB00921	Buprenorphine	
DB00697	DB00237	Butabarbital	
DB00697	DB01353	Butethal	
DB00697	DB01197	Captopril	
DB00697	DB01340	Cilazapril	
DB00697	DB01609	Deferasirox	
DB00697	DB00304	Desogestrel	
DB00697	DB00366	Doxylamine	
DB00697	DB00470	Dronabinol	
DB00697	DB00450	Droperidol	
DB00697	DB00476	Duloxetine	
DB00697	DB00584	Enalapril	
DB00697	DB00977	Ethinyl Estradiol	
DB00697	DB00823	Ethynodiol	
DB00697	DB00176	Fluvoxamine	
DB00697	DB00492	Fosinopril	
DB00697	DB01354	Heptabarbital	
DB00697	DB01355	Hexobarbital	
DB00697	DB00956	Hydrocodone	
DB00697	DB00557	Hydroxyzine	
DB00697	DB06218	Lacosamide	
DB00697	DB00722	Lisinopril	
DB00697	DB00653	Magnesium Sulfate	
DB00697	DB00358	Mefloquine	
DB00697	DB01357	Mestranol	
DB00697	DB00474	Methohexital	
DB00697	DB01403	Methotrimeprazine	
DB00697	DB00765	Metyrosine	
DB00697	DB00834	Mifepristone	
DB00697	DB00370	Mirtazapine	
DB00697	DB00691	Moexipril	
DB00697	DB00486	Nabilone	
DB00697	DB06713	Norelgestromin	
DB00697	DB01083	Orlistat	
DB00697	DB01173	Orphenadrine	
DB00697	DB00022	Peginterferon alfa-2b	
DB00697	DB00312	Pentobarbital	
DB00697	DB08883	Perampanel	
DB00697	DB00790	Perindopril	
DB00697	DB00413	Pramipexole	
DB00697	DB00794	Primidone	
DB00697	DB00881	Quinapril	
DB00697	DB00178	Ramipril	
DB00697	DB00734	Risperidone	
DB00697	DB00268	Ropinirole	
DB00697	DB05271	Rotigotine	
DB00697	DB06201	Rufinamide	
DB00697	DB08877	Ruxolitinib	
DB00697	DB00418	Secobarbital	
DB00697	DB09034	Suvorexant	
DB00697	DB06204	Tapentadol	
DB00697	DB01041	Thalidomide	
DB00697	DB08895	Tofacitinib	
DB00697	DB00519	Trandolapril	
DB00697	DB08881	Vemurafenib	
DB00697	DB00425	Zolpidem	
DB00698	DB00700	Eplerenone	
DB00698	DB00435	Nitric Oxide	
DB00698	DB01059	Norfloxacin	
DB00698	DB00750	Prilocaine	
DB00698	DB01032	Probenecid	
DB00698	DB00421	Spironolactone	
DB00700	DB05812	Abiraterone	
DB00700	DB00346	Alfuzosin	
DB00700	DB01143	Amifostine	
DB00700	DB00594	Amiloride	
DB00700	DB06767	Ammonium chloride	
DB00700	DB00673	Aprepitant	
DB00700	DB01072	Atazanavir	
DB00700	DB08822	Azilsartan medoxomil	
DB00700	DB00542	Benazepril	
DB00700	DB01128	Bicalutamide	
DB00700	DB00121	Biotin	
DB00700	DB08873	Boceprevir	
DB00700	DB00559	Bosentan	
DB00700	DB00237	Butabarbital	
DB00700	DB01353	Butethal	
DB00700	DB08907	Canagliflozin	
DB00700	DB00796	Candesartan	
DB00700	DB01197	Captopril	
DB00700	DB00482	Celecoxib	
DB00700	DB01340	Cilazapril	
DB00700	DB00501	Cimetidine	
DB00700	DB01211	Clarithromycin	
DB00700	DB00257	Clotrimazole	
DB00700	DB00872	Conivaptan	
DB00700	DB08865	Crizotinib	
DB00700	DB08912	Dabrafenib	
DB00700	DB06779	Dalteparin	
DB00700	DB01264	Darunavir	
DB00700	DB01254	Dasatinib	
DB00700	DB01609	Deferasirox	
DB00700	DB00705	Delavirdine	
DB00700	DB01151	Desipramine	
DB00700	DB01119	Diazoxide	
DB00700	DB00861	Diflunisal	
DB00700	DB00343	Diltiazem	
DB00700	DB04855	Dronedarone	
DB00700	DB01395	Drospirenone	
DB00700	DB00476	Duloxetine	
DB00700	DB00584	Enalapril	
DB00700	DB01225	Enoxaparin	
DB00700	DB00876	Eprosartan	
